InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalSpend
INV10600,CUST1102,2023-03-28 00:00:00,3,108.52,325.56
INV10600,CUST1102,2023-03-28 00:00:00,2,20.06,40.12
INV10601,CUST1102,2023-08-13 00:00:00,10,156.74,1567.4
INV10601,CUST1102,2023-08-13 00:00:00,1,77.58,77.58
INV10601,CUST1102,2023-08-13 00:00:00,1,52.13,52.13
INV10602,CUST1102,2023-08-06 00:00:00,6,78.15,468.9
INV10603,CUST1102,2023-02-14 00:00:00,10,174.95,1749.5
INV10603,CUST1102,2023-02-14 00:00:00,2,50.02,100.04
INV10603,CUST1102,2023-02-14 00:00:00,1,179.27,179.27
INV10604,CUST1102,2023-07-26 00:00:00,1,25.55,25.55
INV10604,CUST1102,2023-07-26 00:00:00,3,139.08,417.24
INV10604,CUST1102,2023-07-26 00:00:00,2,30.59,61.18
INV10605,CUST1103,2023-05-21 00:00:00,1,69.13,69.13
INV10606,CUST1103,2023-10-18 00:00:00,4,24.5,98.0
INV10606,CUST1103,2023-10-18 00:00:00,2,27.85,55.7
INV10607,CUST1103,2023-01-24 00:00:00,1,18.51,18.51
INV10607,CUST1103,2023-01-24 00:00:00,3,22.84,68.52
INV10607,CUST1103,2023-01-24 00:00:00,2,232.37,464.74
INV10607,CUST1103,2023-01-24 00:00:00,1,196.0,196.0
INV10608,CUST1104,2023-01-04 00:00:00,6,47.51,285.06
INV10608,CUST1104,2023-01-04 00:00:00,10,45.87,458.7
INV10608,CUST1104,2023-01-04 00:00:00,3,45.21,135.63
INV10608,CUST1104,2023-01-04 00:00:00,10,19.81,198.1
INV10609,CUST1104,2023-01-04 00:00:00,6,67.34,404.04
INV10609,CUST1104,2023-01-04 00:00:00,1,21.85,21.85
INV10609,CUST1104,2023-01-04 00:00:00,1,22.17,22.17
INV10609,CUST1104,2023-01-04 00:00:00,6,11.85,71.1
INV10610,CUST1104,2023-01-06 00:00:00,4,38.86,155.44
INV10610,CUST1104,2023-01-06 00:00:00,6,52.0,312.0
INV10610,CUST1104,2023-01-06 00:00:00,6,11.55,69.3
INV10610,CUST1104,2023-01-06 00:00:00,10,61.39,613.9
INV10611,CUST1105,2023-01-05 00:00:00,4,197.16,788.64
INV10611,CUST1105,2023-01-05 00:00:00,4,59.98,239.92
INV10611,CUST1105,2023-01-05 00:00:00,2,72.14,144.28
INV10612,CUST1105,2023-05-05 00:00:00,4,159.44,637.76
INV10612,CUST1105,2023-05-05 00:00:00,1,87.5,87.5
INV10612,CUST1105,2023-05-05 00:00:00,4,123.45,493.8
INV10613,CUST1105,2023-03-07 00:00:00,2,33.01,66.02
INV10613,CUST1105,2023-03-07 00:00:00,4,169.08,676.32
INV10613,CUST1105,2023-03-07 00:00:00,3,198.02,594.06
INV10613,CUST1105,2023-03-07 00:00:00,6,81.92,491.52
INV10614,CUST1105,2023-03-10 00:00:00,10,105.31,1053.1
INV10614,CUST1105,2023-03-10 00:00:00,4,49.86,199.44
INV10614,CUST1105,2023-03-10 00:00:00,3,124.37,373.11
INV10614,CUST1105,2023-03-10 00:00:00,10,243.87,2438.7
INV10615,CUST1105,2023-05-22 00:00:00,4,45.61,182.44
INV10616,CUST1105,2023-10-12 00:00:00,10,156.28,1562.8
INV10616,CUST1105,2023-10-12 00:00:00,10,191.35,1913.5
INV10616,CUST1105,2023-10-12 00:00:00,6,273.41,1640.46
INV10616,CUST1105,2023-10-12 00:00:00,6,274.13,1644.78
INV10617,CUST1105,2023-07-03 00:00:00,4,270.19,1080.76
INV10617,CUST1105,2023-07-03 00:00:00,10,109.04,1090.4
INV10617,CUST1105,2023-07-03 00:00:00,3,167.27,501.81
INV10618,CUST1105,2023-04-11 00:00:00,3,272.22,816.66
INV10618,CUST1105,2023-04-11 00:00:00,2,130.31,260.62
INV10618,CUST1105,2023-04-11 00:00:00,2,128.54,257.08
INV10619,CUST1105,2023-01-17 00:00:00,10,24.47,244.7
INV10619,CUST1105,2023-01-17 00:00:00,3,90.27,270.81
INV10619,CUST1105,2023-01-17 00:00:00,3,161.7,485.1
INV10619,CUST1105,2023-01-17 00:00:00,4,173.81,695.24
INV10620,CUST1106,2023-03-24 00:00:00,3,227.73,683.19
INV10621,CUST1106,2023-09-02 00:00:00,6,179.2,1075.2
INV10621,CUST1106,2023-09-02 00:00:00,2,144.32,288.64
INV10621,CUST1106,2023-09-02 00:00:00,4,37.32,149.28
INV10621,CUST1106,2023-09-02 00:00:00,2,76.94,153.88
INV10622,CUST1106,2023-05-01 00:00:00,6,44.22,265.32
INV10622,CUST1106,2023-05-01 00:00:00,3,160.17,480.51
INV10622,CUST1106,2023-05-01 00:00:00,1,217.44,217.44
INV10623,CUST1106,2023-05-28 00:00:00,4,15.58,62.32
INV10623,CUST1106,2023-05-28 00:00:00,4,74.39,297.56
INV10624,CUST1106,2023-01-11 00:00:00,6,114.68,688.08
INV10624,CUST1106,2023-01-11 00:00:00,2,65.27,130.54
INV10624,CUST1106,2023-01-11 00:00:00,6,156.88,941.28
INV10624,CUST1106,2023-01-11 00:00:00,10,62.13,621.3
INV10625,CUST1106,2023-02-15 00:00:00,6,145.07,870.42
INV10625,CUST1106,2023-02-15 00:00:00,4,165.5,662.0
INV10625,CUST1106,2023-02-15 00:00:00,3,172.52,517.56
INV10625,CUST1106,2023-02-15 00:00:00,2,54.58,109.16
INV10626,CUST1106,2023-07-22 00:00:00,4,86.39,345.56
INV10626,CUST1106,2023-07-22 00:00:00,4,21.26,85.04
INV10627,CUST1106,2023-10-09 00:00:00,1,70.67,70.67
INV10627,CUST1106,2023-10-09 00:00:00,4,118.67,474.68
INV10627,CUST1106,2023-10-09 00:00:00,2,106.61,213.22
INV10627,CUST1106,2023-10-09 00:00:00,4,170.4,681.6
INV10628,CUST1106,2023-05-13 00:00:00,10,100.5,1005.0
INV10629,CUST1106,2023-10-04 00:00:00,6,138.84,833.04
INV10629,CUST1106,2023-10-04 00:00:00,6,20.58,123.48
INV10629,CUST1106,2023-10-04 00:00:00,6,30.16,180.96
INV10629,CUST1106,2023-10-04 00:00:00,10,195.15,1951.5
INV10630,CUST1106,2023-03-17 00:00:00,2,211.73,423.46
INV10630,CUST1106,2023-03-17 00:00:00,4,47.57,190.28
INV10631,CUST1107,2023-07-08 00:00:00,6,175.92,1055.52
INV10631,CUST1107,2023-07-08 00:00:00,1,68.67,68.67
INV10632,CUST1107,2023-02-07 00:00:00,4,184.18,736.72
INV10632,CUST1107,2023-02-07 00:00:00,3,58.85,176.55
INV10632,CUST1107,2023-02-07 00:00:00,6,62.17,373.02
INV10632,CUST1107,2023-02-07 00:00:00,3,180.27,540.81
INV10633,CUST1108,2023-08-31 00:00:00,6,93.97,563.82
INV10633,CUST1108,2023-08-31 00:00:00,4,225.9,903.6
INV10634,CUST1108,2023-01-20 00:00:00,4,163.63,654.52
INV10634,CUST1108,2023-01-20 00:00:00,6,219.1,1314.6
INV10634,CUST1108,2023-01-20 00:00:00,3,83.99,251.97
INV10635,CUST1108,2023-10-14 00:00:00,6,177.78,1066.68
INV10636,CUST1108,2023-02-26 00:00:00,3,49.83,149.49
INV10636,CUST1108,2023-02-26 00:00:00,10,138.79,1387.9
INV10636,CUST1108,2023-02-26 00:00:00,6,233.48,1400.88
INV10636,CUST1108,2023-02-26 00:00:00,3,220.13,660.39
INV10637,CUST1108,2023-02-14 00:00:00,1,103.34,103.34
INV10637,CUST1108,2023-02-14 00:00:00,2,153.95,307.9
INV10638,CUST1108,2023-04-21 00:00:00,1,87.66,87.66
INV10639,CUST1108,2023-08-22 00:00:00,10,116.97,1169.7
INV10639,CUST1108,2023-08-22 00:00:00,6,36.09,216.54
INV10639,CUST1108,2023-08-22 00:00:00,3,218.43,655.29
INV10640,CUST1108,2023-05-17 00:00:00,2,124.31,248.62
INV10640,CUST1108,2023-05-17 00:00:00,1,107.57,107.57
INV10640,CUST1108,2023-05-17 00:00:00,6,211.22,1267.32
INV10641,CUST1108,2023-11-18 00:00:00,3,98.94,296.82
INV10642,CUST1109,2023-06-06 00:00:00,6,158.33,949.98
INV10642,CUST1109,2023-06-06 00:00:00,4,239.97,959.88
INV10642,CUST1109,2023-06-06 00:00:00,3,386.79,1160.37
INV10642,CUST1109,2023-06-06 00:00:00,6,410.96,2465.76
INV10643,CUST1109,2023-06-22 00:00:00,10,182.84,1828.4
INV10644,CUST1109,2023-09-07 00:00:00,6,444.54,2667.24
INV10645,CUST1109,2023-05-30 00:00:00,4,300.33,1201.32
INV10645,CUST1109,2023-05-30 00:00:00,2,86.59,173.18
INV10645,CUST1109,2023-05-30 00:00:00,2,178.28,356.56
INV10645,CUST1109,2023-05-30 00:00:00,6,295.66,1773.96
INV10646,CUST1109,2023-12-07 00:00:00,3,436.08,1308.24
INV10646,CUST1109,2023-12-07 00:00:00,3,316.99,950.97
INV10646,CUST1109,2023-12-07 00:00:00,10,57.67,576.7
INV10646,CUST1109,2023-12-07 00:00:00,2,430.12,860.24
INV10647,CUST1109,2023-03-08 00:00:00,3,165.59,496.77
INV10647,CUST1109,2023-03-08 00:00:00,10,156.2,1562.0
INV10648,CUST1109,2023-05-11 00:00:00,2,108.72,217.44
INV10649,CUST1109,2023-01-06 00:00:00,3,99.93,299.79
INV10649,CUST1109,2023-01-06 00:00:00,3,472.42,1417.26
INV10649,CUST1109,2023-01-06 00:00:00,4,126.1,504.4
INV10649,CUST1109,2023-01-06 00:00:00,2,406.18,812.36
INV10650,CUST1109,2023-08-09 00:00:00,3,474.16,1422.48
INV10650,CUST1109,2023-08-09 00:00:00,10,387.82,3878.2
INV10650,CUST1109,2023-08-09 00:00:00,1,504.96,504.96
INV10651,CUST1109,2023-08-31 00:00:00,1,500.79,500.79
INV10651,CUST1109,2023-08-31 00:00:00,4,225.49,901.96
INV10652,CUST1109,2023-02-25 00:00:00,10,182.7,1827.0
INV10652,CUST1109,2023-02-25 00:00:00,4,485.44,1941.76
INV10652,CUST1109,2023-02-25 00:00:00,6,92.57,555.42
INV10653,CUST1109,2023-11-29 00:00:00,1,216.76,216.76
INV10653,CUST1109,2023-11-29 00:00:00,10,259.65,2596.5
INV10653,CUST1109,2023-11-29 00:00:00,1,278.56,278.56
INV10654,CUST1109,2023-01-27 00:00:00,10,275.36,2753.6
INV10654,CUST1109,2023-01-27 00:00:00,3,252.41,757.23
INV10654,CUST1109,2023-01-27 00:00:00,10,488.49,4884.9
INV10655,CUST1109,2023-07-07 00:00:00,10,460.62,4606.2
INV10655,CUST1109,2023-07-07 00:00:00,3,34.55,103.65
INV10655,CUST1109,2023-07-07 00:00:00,3,352.74,1058.22
INV10656,CUST1109,2023-10-24 00:00:00,4,225.98,903.92
INV10656,CUST1109,2023-10-24 00:00:00,1,488.23,488.23
INV10657,CUST1109,2023-03-24 00:00:00,2,129.82,259.64
INV10658,CUST1109,2023-01-31 00:00:00,1,324.82,324.82
INV10658,CUST1109,2023-01-31 00:00:00,6,88.12,528.72
INV10659,CUST1109,2023-02-22 00:00:00,1,112.88,112.88
INV10660,CUST1109,2023-06-22 00:00:00,4,388.77,1555.08
INV10660,CUST1109,2023-06-22 00:00:00,3,371.32,1113.96
INV10661,CUST1110,2023-06-12 00:00:00,6,113.89,683.34
INV10662,CUST1110,2023-03-29 00:00:00,3,64.44,193.32
INV10662,CUST1110,2023-03-29 00:00:00,4,26.47,105.88
INV10662,CUST1110,2023-03-29 00:00:00,3,116.66,349.98
INV10662,CUST1110,2023-03-29 00:00:00,1,82.15,82.15
INV10663,CUST1110,2023-11-21 00:00:00,3,88.56,265.68
INV10663,CUST1110,2023-11-21 00:00:00,4,120.46,481.84
INV10663,CUST1110,2023-11-21 00:00:00,10,145.18,1451.8
INV10664,CUST1110,2023-10-29 00:00:00,4,47.81,191.24
INV10665,CUST1110,2023-03-04 00:00:00,2,123.21,246.42
INV10665,CUST1110,2023-03-04 00:00:00,10,75.74,757.4
INV10665,CUST1110,2023-03-04 00:00:00,2,61.21,122.42
INV10666,CUST1110,2023-03-29 00:00:00,2,186.03,372.06
INV10667,CUST1110,2023-09-08 00:00:00,10,139.37,1393.7
INV10668,CUST1110,2023-05-21 00:00:00,10,95.01,950.1
INV10668,CUST1110,2023-05-21 00:00:00,2,114.53,229.06
INV10668,CUST1110,2023-05-21 00:00:00,6,14.39,86.34
INV10668,CUST1110,2023-05-21 00:00:00,2,97.08,194.16
INV10669,CUST1111,2023-06-24 00:00:00,1,322.35,322.35
INV10669,CUST1111,2023-06-24 00:00:00,4,302.06,1208.24
INV10669,CUST1111,2023-06-24 00:00:00,1,217.67,217.67
INV10670,CUST1111,2023-08-01 00:00:00,2,243.94,487.88
INV10670,CUST1111,2023-08-01 00:00:00,6,64.07,384.42
INV10670,CUST1111,2023-08-01 00:00:00,2,228.77,457.54
INV10671,CUST1111,2023-06-08 00:00:00,4,280.83,1123.32
INV10671,CUST1111,2023-06-08 00:00:00,2,175.27,350.54
INV10672,CUST1111,2023-08-23 00:00:00,3,306.14,918.42
INV10672,CUST1111,2023-08-23 00:00:00,2,114.54,229.08
INV10673,CUST1111,2023-08-20 00:00:00,10,98.75,987.5
INV10674,CUST1111,2023-07-15 00:00:00,1,176.23,176.23
INV10674,CUST1111,2023-07-15 00:00:00,6,165.58,993.48
INV10675,CUST1111,2023-07-05 00:00:00,10,80.49,804.9
INV10675,CUST1111,2023-07-05 00:00:00,4,29.24,116.96
INV10675,CUST1111,2023-07-05 00:00:00,1,219.27,219.27
INV10676,CUST1111,2023-06-29 00:00:00,6,230.44,1382.64
INV10676,CUST1111,2023-06-29 00:00:00,2,120.98,241.96
INV10676,CUST1111,2023-06-29 00:00:00,3,101.69,305.07
INV10676,CUST1111,2023-06-29 00:00:00,2,51.67,103.34
INV10677,CUST1111,2023-07-26 00:00:00,3,87.26,261.78
INV10677,CUST1111,2023-07-26 00:00:00,4,107.62,430.48
INV10677,CUST1111,2023-07-26 00:00:00,3,41.8,125.4
INV10678,CUST1112,2023-03-03 00:00:00,2,27.6,55.2
INV10678,CUST1112,2023-03-03 00:00:00,4,10.03,40.12
INV10678,CUST1112,2023-03-03 00:00:00,3,18.15,54.45
INV10679,CUST1112,2023-05-02 00:00:00,6,135.72,814.32
INV10679,CUST1112,2023-05-02 00:00:00,1,80.12,80.12
INV10679,CUST1112,2023-05-02 00:00:00,6,23.55,141.3
INV10679,CUST1112,2023-05-02 00:00:00,10,113.79,1137.9
INV10680,CUST1112,2023-07-06 00:00:00,1,91.28,91.28
INV10680,CUST1112,2023-07-06 00:00:00,1,51.16,51.16
INV10680,CUST1112,2023-07-06 00:00:00,10,66.93,669.3
INV10680,CUST1112,2023-07-06 00:00:00,1,18.92,18.92
INV10681,CUST1113,2023-01-24 00:00:00,4,68.39,273.56
INV10682,CUST1114,2023-12-01 00:00:00,10,94.25,942.5
INV10682,CUST1114,2023-12-01 00:00:00,10,74.25,742.5
INV10683,CUST1114,2023-02-14 00:00:00,1,26.36,26.36
INV10683,CUST1114,2023-02-14 00:00:00,3,174.02,522.06
INV10683,CUST1114,2023-02-14 00:00:00,1,101.17,101.17
INV10683,CUST1114,2023-02-14 00:00:00,4,135.29,541.16
INV10684,CUST1114,2023-10-19 00:00:00,1,35.3,35.3
INV10684,CUST1114,2023-10-19 00:00:00,3,215.96,647.88
INV10685,CUST1115,2022-12-31 00:00:00,6,54.85,329.1
INV10685,CUST1115,2022-12-31 00:00:00,1,21.77,21.77
INV10686,CUST1115,2023-01-21 00:00:00,2,133.22,266.44
INV10686,CUST1115,2023-01-21 00:00:00,6,97.21,583.26
INV10686,CUST1115,2023-01-21 00:00:00,4,25.64,102.56
INV10687,CUST1116,2023-04-11 00:00:00,6,82.85,497.1
INV10687,CUST1116,2023-04-11 00:00:00,10,98.5,985.0
INV10687,CUST1116,2023-04-11 00:00:00,4,61.29,245.16
INV10688,CUST1116,2023-03-26 00:00:00,10,27.55,275.5
INV10688,CUST1116,2023-03-26 00:00:00,10,29.07,290.7
INV10688,CUST1116,2023-03-26 00:00:00,4,87.61,350.44
INV10689,CUST1117,2023-09-11 00:00:00,4,256.28,1025.12
INV10689,CUST1117,2023-09-11 00:00:00,1,281.08,281.08
INV10689,CUST1117,2023-09-11 00:00:00,3,57.77,173.31
INV10690,CUST1117,2023-04-24 00:00:00,10,129.57,1295.7
INV10690,CUST1117,2023-04-24 00:00:00,4,291.83,1167.32
INV10690,CUST1117,2023-04-24 00:00:00,4,204.09,816.36
INV10690,CUST1117,2023-04-24 00:00:00,4,291.16,1164.64
INV10691,CUST1117,2023-02-15 00:00:00,10,259.88,2598.8
INV10691,CUST1117,2023-02-15 00:00:00,6,290.47,1742.82
INV10691,CUST1117,2023-02-15 00:00:00,1,116.36,116.36
INV10692,CUST1117,2023-06-16 00:00:00,3,211.0,633.0
INV10692,CUST1117,2023-06-16 00:00:00,10,276.02,2760.2
INV10692,CUST1117,2023-06-16 00:00:00,2,176.81,353.62
INV10692,CUST1117,2023-06-16 00:00:00,1,198.75,198.75
INV10693,CUST1117,2023-06-28 00:00:00,3,175.36,526.08
INV10693,CUST1117,2023-06-28 00:00:00,2,38.42,76.84
INV10693,CUST1117,2023-06-28 00:00:00,3,116.48,349.44
INV10694,CUST1117,2023-08-20 00:00:00,4,210.62,842.48
INV10694,CUST1117,2023-08-20 00:00:00,3,209.42,628.26
INV10694,CUST1117,2023-08-20 00:00:00,6,132.21,793.26
INV10694,,2023-08-20 00:00:00,6,220.37,1322.22
INV10695,CUST1117,2023-06-19 00:00:00,6,139.9,839.4
INV10696,CUST1117,2023-05-14 00:00:00,10,134.04,1340.4
INV10697,CUST1118,2023-07-13 00:00:00,2,62.1,124.2
INV10697,CUST1118,2023-07-13 00:00:00,3,45.54,136.62
INV10698,CUST1119,2023-08-06 00:00:00,3,28.36,85.08
INV10698,CUST1119,2023-08-06 00:00:00,3,15.26,45.78
INV10699,CUST1119,2023-12-07 00:00:00,1,49.96,49.96
INV10699,CUST1119,2023-12-07 00:00:00,6,37.49,224.94
INV10700,CUST1120,2023-01-02 00:00:00,10,65.41,654.1
INV10700,CUST1120,2023-01-02 00:00:00,1,39.08,39.08
INV10700,CUST1120,2023-01-02 00:00:00,6,88.92,533.52
INV10700,CUST1120,2023-01-02 00:00:00,3,68.9,206.7
INV10701,CUST1121,2023-01-27 00:00:00,2,33.87,67.74
INV10702,CUST1121,2023-03-11 00:00:00,2,50.66,101.32
INV10702,CUST1121,2023-03-11 00:00:00,6,89.23,535.38
INV10702,CUST1121,2023-03-11 00:00:00,6,66.76,400.56
INV10703,CUST1122,2023-01-07 00:00:00,2,118.06,236.12
INV10703,CUST1122,2023-01-07 00:00:00,4,130.26,521.04
INV10704,CUST1122,2023-07-25 00:00:00,6,176.9,1061.4
INV10704,CUST1122,2023-07-25 00:00:00,4,144.36,577.44
INV10704,CUST1122,2023-07-25 00:00:00,1,76.15,76.15
INV10704,CUST1122,2023-07-25 00:00:00,2,201.11,402.22
INV10705,CUST1122,2023-01-22 00:00:00,3,125.94,377.82
INV10705,CUST1122,2023-01-22 00:00:00,6,106.13,636.78
INV10705,CUST1122,2023-01-22 00:00:00,4,176.07,704.28
INV10706,CUST1122,2023-07-02 00:00:00,6,200.91,1205.46
INV10706,CUST1122,2023-07-02 00:00:00,2,161.69,323.38
INV10707,CUST1122,2023-04-15 00:00:00,1,190.5,190.5
INV10707,CUST1122,2023-04-15 00:00:00,10,25.74,257.4
INV10707,CUST1122,2023-04-15 00:00:00,10,65.61,656.1
INV10708,CUST1123,2023-07-31 00:00:00,6,109.7,658.2
INV10708,CUST1123,2023-07-31 00:00:00,1,293.75,293.75
INV10708,CUST1123,2023-07-31 00:00:00,2,265.66,531.32
INV10708,CUST1123,2023-07-31 00:00:00,4,99.32,397.28
INV10709,CUST1123,2023-02-26 00:00:00,6,355.42,2132.52
INV10709,CUST1123,2023-02-26 00:00:00,10,157.36,1573.6
INV10709,CUST1123,2023-02-26 00:00:00,6,295.82,1774.92
INV10709,CUST1123,2023-02-26 00:00:00,1,78.9,78.9
INV10710,CUST1123,2023-03-18 00:00:00,1,89.7,89.7
INV10710,CUST1123,2023-03-18 00:00:00,1,282.91,282.91
INV10710,CUST1123,2023-03-18 00:00:00,4,98.31,393.24
INV10710,CUST1123,2023-03-18 00:00:00,10,154.89,1548.9
INV10711,CUST1123,2023-09-11 00:00:00,3,253.2,759.6
INV10711,CUST1123,2023-09-11 00:00:00,6,107.28,643.68
INV10712,CUST1123,2023-02-07 00:00:00,3,210.16,630.48
INV10712,CUST1123,2023-02-07 00:00:00,10,302.01,3020.1
INV10712,CUST1123,2023-02-07 00:00:00,1,156.04,156.04
INV10712,CUST1123,2023-02-07 00:00:00,1,139.61,139.61
INV10713,CUST1123,2023-11-14 00:00:00,10,89.83,898.3
INV10713,CUST1123,2023-11-14 00:00:00,10,251.91,2519.1
INV10713,CUST1123,2023-11-14 00:00:00,10,145.09,1450.9
INV10714,CUST1123,2023-07-28 00:00:00,10,63.75,637.5
INV10714,CUST1123,2023-07-28 00:00:00,2,137.22,274.44
INV10714,CUST1123,2023-07-28 00:00:00,4,196.82,787.28
INV10715,CUST1123,2023-03-21 00:00:00,6,328.62,1971.72
INV10715,CUST1123,2023-03-21 00:00:00,3,302.61,907.83
INV10715,CUST1123,2023-03-21 00:00:00,4,77.07,308.28
INV10716,CUST1123,2023-05-18 00:00:00,6,141.18,847.08
INV10716,CUST1123,2023-05-18 00:00:00,1,261.73,261.73
INV10717,CUST1123,2023-01-22 00:00:00,3,133.37,400.11
INV10717,CUST1123,2023-01-22 00:00:00,4,308.73,1234.92
INV10718,CUST1124,2023-07-10 00:00:00,6,145.53,873.18
INV10718,CUST1124,2023-07-10 00:00:00,10,195.88,1958.8
INV10718,CUST1124,2023-07-10 00:00:00,3,196.3,588.9
INV10718,CUST1124,2023-07-10 00:00:00,10,179.47,1794.7
INV10719,CUST1124,2023-06-21 00:00:00,6,156.98,941.88
INV10720,CUST1124,2023-03-26 00:00:00,3,136.98,410.94
INV10720,CUST1124,2023-03-26 00:00:00,6,24.14,144.84
INV10720,CUST1124,2023-03-26 00:00:00,3,198.95,596.85
INV10721,CUST1124,2023-02-20 00:00:00,4,51.33,205.32
INV10721,CUST1124,2023-02-20 00:00:00,3,175.21,525.63
INV10721,CUST1124,2023-02-20 00:00:00,6,136.53,819.18
INV10722,CUST1124,2023-08-06 00:00:00,6,112.42,674.52
INV10722,CUST1124,2023-08-06 00:00:00,1,102.73,102.73
INV10722,CUST1124,2023-08-06 00:00:00,6,203.15,1218.9
INV10722,CUST1124,2023-08-06 00:00:00,3,150.69,452.07
INV10723,CUST1124,2023-07-01 00:00:00,10,143.28,1432.8
INV10723,CUST1124,2023-07-01 00:00:00,6,191.76,1150.56
INV10723,CUST1124,2023-07-01 00:00:00,1,72.5,72.5
INV10723,CUST1124,2023-07-01 00:00:00,4,35.51,142.04
INV10724,CUST1124,2023-08-19 00:00:00,10,76.72,767.2
INV10724,CUST1124,2023-08-19 00:00:00,10,81.29,812.9
INV10725,CUST1124,2023-08-19 00:00:00,3,135.3,405.9
INV10725,CUST1124,2023-08-19 00:00:00,6,71.35,428.1
INV10725,CUST1124,2023-08-19 00:00:00,6,40.66,243.96
INV10725,CUST1124,2023-08-19 00:00:00,10,189.7,1897.0
INV10726,CUST1124,2023-01-12 00:00:00,2,85.02,170.04
INV10727,CUST1124,2023-02-14 00:00:00,1,46.9,46.9
INV10727,CUST1124,2023-02-14 00:00:00,2,98.83,197.66
INV10728,CUST1125,2023-09-30 00:00:00,3,61.13,183.39
INV10728,CUST1125,2023-09-30 00:00:00,1,99.41,99.41
INV10729,CUST1125,2023-08-10 00:00:00,10,92.54,925.4
INV10729,CUST1125,2023-08-10 00:00:00,6,91.69,550.14
INV10729,CUST1125,2023-08-10 00:00:00,10,50.81,508.1
INV10729,CUST1125,2023-08-10 00:00:00,2,136.97,273.94
INV10730,CUST1125,2023-07-17 00:00:00,1,66.24,66.24
INV10730,CUST1125,2023-07-17 00:00:00,2,190.61,381.22
INV10730,CUST1125,2023-07-17 00:00:00,2,155.53,311.06
INV10731,CUST1125,2023-08-18 00:00:00,1,96.36,96.36
INV10731,CUST1125,2023-08-18 00:00:00,4,13.9,55.6
INV10731,CUST1125,2023-08-18 00:00:00,3,23.99,71.97
INV10732,CUST1125,2023-04-20 00:00:00,2,55.36,110.72
INV10733,CUST1125,2023-02-15 00:00:00,4,111.14,444.56
INV10733,CUST1125,2023-02-15 00:00:00,10,154.76,1547.6
INV10733,CUST1125,2023-02-15 00:00:00,6,36.48,218.88
INV10734,CUST1125,2023-08-02 00:00:00,1,57.68,57.68
INV10734,CUST1125,2023-08-02 00:00:00,1,36.24,36.24
INV10735,CUST1125,2023-02-20 00:00:00,2,27.47,54.94
INV10736,CUST1125,2023-09-09 00:00:00,1,150.27,150.27
INV10736,CUST1125,2023-09-09 00:00:00,1,156.1,156.1
INV10736,CUST1125,2023-09-09 00:00:00,4,202.69,810.76
INV10736,CUST1125,2023-09-09 00:00:00,2,23.82,47.64
INV10737,CUST1126,2023-01-18 00:00:00,2,38.94,77.88
INV10737,CUST1126,2023-01-18 00:00:00,-1,38.34,38.34
INV10737,CUST1126,2023-01-18 00:00:00,6,43.15,258.9
INV10737,CUST1126,2023-01-18 00:00:00,2,69.71,139.42
INV10738,CUST1126,2023-01-12 00:00:00,2,45.09,90.18
INV10738,CUST1126,2023-01-12 00:00:00,4,78.85,315.4
INV10739,CUST1127,2023-03-12 00:00:00,2,81.1,162.2
INV10739,CUST1127,2023-03-12 00:00:00,10,62.52,625.2
INV10740,CUST1127,2023-01-27 00:00:00,6,103.44,620.64
INV10740,CUST1127,2023-01-27 00:00:00,10,123.71,1237.1
INV10740,CUST1127,2023-01-27 00:00:00,4,136.38,545.52
INV10741,CUST1128,2023-02-01 00:00:00,10,124.43,1244.3
INV10742,CUST1128,2023-12-02 00:00:00,3,198.87,596.61
INV10742,CUST1128,2023-12-02 00:00:00,1,144.41,144.41
INV10742,CUST1128,2023-12-02 00:00:00,3,173.04,519.12
INV10742,CUST1128,2023-12-02 00:00:00,6,377.1,2262.6
INV10743,CUST1128,2023-05-28 00:00:00,6,321.97,1931.82
INV10743,CUST1128,2023-05-28 00:00:00,2,70.95,141.9
INV10744,CUST1128,2023-11-25 00:00:00,2,146.92,293.84
INV10744,CUST1128,2023-11-25 00:00:00,1,153.68,153.68
INV10745,CUST1128,2023-06-02 00:00:00,10,314.22,3142.2
INV10745,CUST1128,2023-06-02 00:00:00,3,158.32,474.96
INV10746,CUST1128,2023-03-10 00:00:00,6,45.45,272.7
INV10746,CUST1128,2023-03-10 00:00:00,6,245.23,1471.38
INV10747,CUST1128,2023-02-08 00:00:00,1,126.74,126.74
INV10747,CUST1128,2023-02-08 00:00:00,6,83.77,502.62
INV10747,CUST1128,2023-02-08 00:00:00,3,368.36,1105.08
INV10748,CUST1128,2023-07-11 00:00:00,4,334.72,1338.88
INV10748,CUST1128,2023-07-11 00:00:00,2,228.45,456.9
INV10749,CUST1128,2023-03-28 00:00:00,3,381.99,1145.97
INV10750,CUST1128,2023-06-28 00:00:00,4,143.46,573.84
INV10750,CUST1128,2023-06-28 00:00:00,10,407.6,4076.0
INV10750,CUST1128,2023-06-28 00:00:00,10,245.2,2452.0
INV10751,CUST1128,2023-02-02 00:00:00,3,307.45,922.35
INV10751,CUST1128,2023-02-02 00:00:00,2,151.96,303.92
INV10751,CUST1128,2023-02-02 00:00:00,6,358.76,2152.56
INV10751,CUST1128,2023-02-02 00:00:00,10,322.79,3227.9
INV10752,CUST1128,2023-01-20 00:00:00,10,75.49,754.9
INV10753,CUST1128,2023-10-29 00:00:00,3,178.65,535.95
INV10753,CUST1128,2023-10-29 00:00:00,6,102.46,614.76
